SEX,AGE,YEAR,CREDITS,MAJOR,STUDENT,TEXTBOOKS,SLEEP,STUDY,WEEKSTUDY,PARENTS,SUPER,BLUEARCH,WRECKINGBALL,TUITION,CROSSING,HEADPHONES,HALLWAY,EYECONTACT,BUS,WALKING,COMMUNICATION
M,20,S,15,0,In,410,8,4,28,N,N,Y,N,25000,Y,N,N,Y,Y,R,N
M,20,S,15,0,In,410,8,4,28,N,N,Y,N,25000,Y,N,N,Y,Y,R,N
M,21,J,18,1,In,400,8,1,7,Mo,N,N,N,10000,N,N,Y,S,N,I,Mo
M,19,S,17,0,In,400,8,8,56,M,N,Y,Y,20000,Y,N,N,N,N,I,D
M,19,S,17,0,In,400,8,8,56,M,N,Y,Y,20000,Y,N,N,N,N,I,D
M,19,S,16,0,In,400,8,4,28,O,N,Y,N,20000,Y,Y,Y,N,Y,R,D
F,20,J,16,2,In,400,8,2,14,Mo,N,Y,N,6000,Y,Y,N,Y,Y,R,Mo
F,21,J,16,2,In,400,8,2,14,O,Y,Y,N,22000,Y,Y,N,N,N,R,D
F,18,F,16,0,In,400,8,1,7,W,N,Y,N,20000,N,N,N,N,Y,R,W
F,18,S,16,1,O,400,8,1,7,W,Y,Y,N,12000,Y,S,N,N,Y,R,W
F,19,S,16,2,In,400,8,1,7,W,Y,Y,N,9000,Y,N,N,S,Y,R,W
F,22,S,16,1,I,400,8,1,7,W,Y,N,N,10000,N,Y,N,N,Y,R,W
M,18,So,15,2,In,400,8,10,70,O,N,N,W,6000,N,S,N,O,Y,I,D
F,19,S,15,0,In,400,8,6,42,M,N,N,N,10000,D,N,Y,S,N,I,D
M,19,S,15,2,In,400,8,6,42,W,Y,Y,N,22000,Y,Y,N,Y,Y,R,W
F,21,J,15,0,In,400,8,5,35,W,N,Y,Y,6000,Y,S,N,N,Y,R,W
F,18,F,15,0,In,400,8,4,28,W,N,Y,N,5000,Y,S,Y,S,Y,I,W
F,18,F,15,0,In,400,8,4,28,M,N,N,N,12500,N,S,N,S,N,R,D
M,19,F,15,2,In,400,8,4,28,W,Y,N,N,11000,Y,S,N,S,N,R,W
M,19,F,15,2,In,400,8,4,28,W,Y,N,N,11000,Y,S,N,S,N,R,W
M,21,S,15,0,In,400,8,4,28,O,N,N,W,12000,N,N,N,N,.,R,D
F,18,F,15,0,In,400,8,3.5,24.5,O,N,Y,N,10500,D,S,Y,S,Y,R,D
F,18,F,15,0,In,400,8,3,21,O,Y,Y,N,23000,Y,Y,N,N,Y,R,D
M,18,S,15,0,In,400,8,3,21,M,Y,Y,N,10500,Y,S,N,S,N,R,D
M,18,F,15,0,In,400,8,3,21,W,Y,Y,N,6000,Y,S,N,Y,N,R,W
M,19,S,15,1,In,400,8,3,21,W,N,Y,N,20000,Y,N,N,N,Y,R,W
M,19,S,15,2,In,400,8,3,21,O,Y,Y,N,10000,Y,Y,N,N,Y,R,D
M,20,J,15,0,In,400,8,3,21,W,N,Y,N,19000,Y,Y,N,S,Y,R,W
F,20,J,15,2,O,400,8,3,21,O,Y,Y,N,10000,Y,Y,Y,S,Y,R,D
M,22,S,15,1,In,400,8,3,21,W,Y,Y,N,15000,D,S,N,Y,Y,R,W
F,19,J,15,0,In,400,8,2,14,M,N,N,N, ,Y,Y,N,N,Y,R,D
M,19,So,15,1,In,400,8,2,14,W,N,N,N,5600,Y,Y,N,N,Y,R,W
M,19,So,15,1,In,400,8,2,14,W,Y,N,W,12250,Y,S,Y,Y,Y,R,W
F,21,J,15,1,I,400,8,2,14,W,N,N,N,10000,Y,S,N,N,N,R,W
F,22,S,15,3,In,400,8,2,14,M,N,Y,N,28000,D,Y,N,N,Y,R,D
F,22,S,15,1,In,400,8,2,14,W,Y,N,N,12000,N,Y,Y,N,N,R,W
M,20,J,15,2,In,400,8,1,7,W,N,N,Y,5000,N,Y,N,S,Y,M,W
M,20,S,15,0,O,400,8,1,7,W,N,N,N,15000,N,Y,N,Y,N,R,W
F,20,S,14,1,In,400,8,6,42,N,Y,Y,N,12000,Y,Y,Y,N,Y,M,N
F,19,So,14,1,In,400,8,5,35,W,N,N,N,6000,N,N,Y,S,N,R,W
M,21,S,14,1,O,400,8,4,28,O,N,N,W,11000,D,S,N,S,Y,R,D
F,22,S,14,1,In,400,8,4,28,W,Y,Y,N,16000,Y,N,N,N,Y,R,W
F,18,F,14,0,O,400,8,3,21,O,Y,Y,N,25000,Y,N,N,N,Y,R,D
F,18,F,14,0,In,400,8,3,21,M,Y,Y,N,5500,Y,N,Y,S,Y,R,D
M,19,F,14,0,In,400,8,3,21,W,Y,Y,N,10000,Y,N,N,Y,N,M,W
M,19,S,14,0,In,400,8,2,14,O,Y,N,N,10900,Y,N,N,Y,Y,R,D
M,20,J,14,1,In,400,8,2,14,O,N,N,N,11000,Y,Y,Y,Y,Y,R,D
F,18,F,13,1,In,400,8,6,42,W,N,Y,N,7000,Y,N,N,S,N,I,W
F,18,F,13,0,In,400,8,5,35,M,N,N,N,11000,D,N,N,S,Y,R,D
F,18,F,13,0,In,400,8,4,28,O,N,N,N,12000,Y,S,N,S,Y,R,D
F,21,S,13,2,I,400,8,3,21,W,N,N,N,20000,Y,N,N,Y,N,R,W
F,22,S,13,3,In,400,8,2,14,M,Y,N,N,10000,Y,Y,Y,N,Y,R,D
M,21,J,13,2,In,400,8,1.5,10.5,W,N,N,N,12000,N,N,Y,N,.,R,W
F,21,S,12,0,In,400,8,3,21,M,N,N,N,10000,Y,N,N,Y,N,R,D
F,18,F,12,9,In,400,8,2.5,17.5,W,N,N,N,11000,Y,S,Y,S,N,I,W
F,18,S,12,2,In,400,8,2,14,W,Y,Y,N,22000,D,Y,N,O,Y,R,W
F,18,S,12,9,In,400,8,1,7,O,N,Y,N,10000,Y,S,Y,S,Y,R,D
M,20,So,12,2,In,400,8,0,0,W,Y,Y,N,6000,N,S,N,S,Y,R,W
F,29,J,12,2,In,400,8,0,0,M,N,I,Y,5000,D,Y,N,O,Y,R,D
M,21,J,10,1,In,400,8,6,42,O,N,N,N,5500,N,N,N,Y,Y,L,D
M,19,So,15,0,In,390,8,2,14,M,Y,Y,N,11520,N,S,Y,S,Y,R,D
F,18,F,15,9,In,380,8,3,21,M,Y,Y,N,11000,N,N,N,S,Y,R,D
F,21,S,17,2,In,375,8,6,42,W,Y,Y,Y,5000,Y,Y,Y,N,Y,L,W
F,20,J,16,0,.,375,8,4,28,M,N,N,N, ,Y,N,Y,Y,Y,R,D
M,22,S,16,0,In,375,8,3,21,W,N,N,Y, ,Y,S,N,N,Y,R,W
F,19,S,14,2,In,375,8,3,21,W,N,Y,N,20000,Y,Y,N,Y,Y,R,W
F,19,S,13,1,In,370,8,6,42,M,N,N,N,11000,Y,N,Y,O,Y,I,D
F,18,F,12,0,In,360,8,2,14,O,N,N,N,8000,Y,Y,Y,S,N,R,D
F,18,S,15,1,In,355,8,3,21,W,N,N,N,10600,Y,N,N,S,Y,R,W
M,20,So,17,1,In,350,8,5,35,Mo,Y,Y,N,20000,Y,S,Y,N,N,R,Mo
F,21,S,16,0,In,350,8,4,28,W,Y,Y,Y,24000,N,Y,N,N,N,R,W
F,19,S,16,0,In,350,8,2,14,O,Y,N,W,12000,D,S,Y,S,Y,R,D
M,19,S,16,0,In,350,8,2,14,W,N,N,W,11000,Y,S,N,S,N,R,W
M,19,J,15,0,In,350,8,6,42,W,N,N,N,11000,D,Y,N,O,Y,R,W
F,19,S,15,0,In,350,8,6,42,W,Y,Y,N,20000,D,N,N,S,Y,R,W
M,18,F,15,0,In,350,8,4,28,M,N,N,Y,8000,N,N,N,S,N,R,D
F,18,F,15,0,O,350,8,4,28,O,Y,Y,N,8563,Y,S,Y,S,N,R,D
F,19,S,15,1,In,350,8,4,28,W,Y,Y,N,18000,D,S,Y,S,N,I,W
F,21,J,15,0,In,350,8,4,28,W,N,N,Y,10000,Y,S,N,S,Y,R,W
F,18,S,15,0,In,350,8,3,21,.,.,.,., ,.,.,.,.,.,.,.
F,18,F,15,0,In,350,8,3,21,M,Y,Y,N,23000,D,N,N,S,Y,R,D
M,18,F,15,1,In,350,8,3,21,W,Y,Y,N,5000,Y,N,Y,S,Y,R,W
F,18,F,15,0,In,350,8,3,21,O,Y,I,N,10000,N,Y,N,Y,Y,R,D
F,19,S,15,0,O,350,8,3,21,M,N,Y,N,14000,Y,S,N,N,Y,R,D
M,19,So,15,1,In,350,8,3,21,O,Y,N,N,9000,N,N,Y,Y,N,R,D
F,19,So,15,1,In,350,8,2,14,O,Y,Y,N,6000,Y,Y,Y,S,N,R,D
F,20,J,15,1,In,350,8,2,14,O,N,Y,N,6750,Y,S,N,S,Y,R,D
F,20,J,15,2,In,350,8,2,14,O,N,Y,N,5760,Y,S,N,S,Y,R,D
M,21,J,15,1,In,350,8,2,14,W,N,Y,N,9000,Y,N,Y,N,Y,R,W
F,18,F,15,0,In,350,8,1.5,10.5,M,N,Y,N,21000,Y,Y,Y,S,Y,R,D
F,22,S,14,1,In,350,8,8,56,O,N,N,N,5000,N,N,N,Y,Y,M,D
M,19,F,14,0,In,350,8,3,21,Mo,N,N,W,11000,Y,Y,Y,N,N,M,Mo
M,19,F,14,0,In,350,8,3,21,Mo,N,N,W,11000,Y,Y,Y,N,N,M,Mo
M,20,S,14,0,In,350,8,3,21,O,N,N,N,8000,Y,Y,N,S,Y,R,D
F,19,So,14,0,In,350,8,1,7,W,N,Y,N,6000,Y,N,N,Y,Y,R,W
M,23,S,12,1,O,350,8,4,28,W,N,N,N,11000,Y,N,Y,Y,.,.,W
M,21,J,12,0,In,350,8,3,21,W,N,N,Y, ,Y,N,N,N,Y,R,W
F,18,F,12,0,In,350,8,2,14,O,N,N,N,10000,Y,S,N,S,Y,L,D
F,19,So,12,2,In,350,8,2,14,O,Y,Y,N,8900,Y,Y,N,N,N,R,D
M,19,F,12,0,In,350,8,0,0,W,Y,Y,N,21000,D,Y,N,N,Y,R,W
M,20,J,15,0,In,348,8,1,7,W,N,N,N,11000,N,Y,N,Y,Y,R,W
M,19,S,15,0,In,340,8,2,14,M,Y,Y,N,20000,N,Y,Y,Y,N,R,D
M,20,J,12,0,In,340,8,2,14,M,Y,Y,N,12000,N,N,Y,Y,Y,R,D
F,20,S,13,0,In,333,8,2,14,O,Y,Y,N,5100,N,S,Y,S,Y,R,D
F,18,F,15,9,In,330,8,4,28,Mo,Y,N,N,11000,Y,S,N,S,Y,R,Mo
F,18,F,15,9,In,330,8,4,28,Mo,Y,N,N,11000,Y,S,N,S,Y,R,Mo
F,20,S,13,0,In,326,8,1,7,M,N,N,N,7000,Y,N,Y,S,Y,R,D
F,18,F,15,9,In,320,8,3,21,W,Y,Y,N,7000,N,S,N,Y,Y,R,W
M,21,F,12,1,In,320,8,1,7,W,N,Y,N,5000,Y,Y,Y,S,N,R,W
F,22,J,15,0,In,307,8,6,42,M,Y,Y,N,22000,Y,Y,N,S,Y,R,D
M,19,S,19,2,In,300,8,4,28,W,N,Y,Y,24000,N,S,Y,N,N,R,W
M,22,S,16,2,In,300,8,4,28,W,N,Y,N,6480,D,Y,Y,S,Y,M,W
F,21,S,16,1,In,300,8,2,14,M,Y,Y,Y,15000,Y,S,Y,Y,Y,R,D
F,19,S,15,1,In,300,8,5,35,M,Y,Y,N,13000,Y,Y,N,S,N,R,D
M,21,S,15,0,In,300,8,4.5,31.5,W,Y,Y,N,12000,Y,S,Y,N,N,R,W
M,17,F,15,9,In,300,8,4,28,M,N,N,N, ,D,N,Y,S,N,R,D
F,19,S,15,1,In,300,8,4,28,M,N,N,N,11000,Y,Y,N,S,Y,I,D
F,19,S,15,1,In,300,8,4,28,W,N,Y,N,16000,Y,N,N,S,Y,R,W
F,19,So,15,0,In,300,8,4,28,M,N,I,N,5500,Y,Y,N,S,N,R,D
M,20,So,15,1,I,300,8,4,28,Mo,N,Y,N,7000,Y,Y,N,O,N,R,Mo
M,22,S,15,0,In,300,8,4,28,N,N,Y,N,25000,Y,N,N,Y,Y,R,N
M,22,S,15,0,In,300,8,4,28,N,N,Y,N,25000,Y,N,N,Y,Y,R,N
F,22,S,15,2,In,300,8,4,28,W,N,N,N,9000,Y,Y,Y,N,N,R,W
F,19,S,15,0,In,300,8,3.5,24.5,M,Y,Y,N,18000,N,N,Y,S,N,R,D
M,18,F,15,0,In,300,8,3,21,W,N,Y,N,11000,Y,Y,Y,N,Y,R,W
M,19,S,15,0,In,300,8,3,21,W,N,Y,Y,11000,N,S,Y,N,Y,R,W
M,19,So,15,0,In,300,8,3,21,O,N,Y,N,11000,D,Y,N,S,Y,R,D
F,19,So,15,1,In,300,8,3,21,Mo,Y,Y,N,10000,Y,Y,N,S,Y,R,Mo
F,20,J,15,0,In,300,8,3,21,W,N,N,N,10000,N,S,Y,S,Y,R,W
F,21,S,15,0,O,300,8,3,21,W,N,N,N,7500,D,S,N,S,N,I,W
F,22,S,15,2,In,300,8,2.5,17.5,W,Y,Y,N,5600,N,Y,Y,S,N,M,W
F,19,So,15,1,In,300,8,2,14,O,Y,Y,N,10000,Y,Y,Y,N,Y,R,D
F,19,S,15,3,In,300,8,2,14,W,Y,Y,N,12000,Y,Y,Y,N,Y,R,W
M,19,S,15,0,In,300,8,2,14,W,N,Y,N,22000,Y,Y,N,N,N,R,W
M,20,S,15,1,In,300,8,2,14,O,N,N,N,11000,Y,S,N,N,Y,R,D
F,20,S,15,0,In,300,8,2,14,O,Y,Y,N,10000,N,Y,Y,Y,Y,R,D
M,20,So,15,0,In,300,8,2,14,O,Y,Y,N,6000,Y,Y,Y,Y,Y,R,D
M,21,S,15,0,In,300,8,2,14,W,Y,Y,Y,15000,Y,Y,N,N,Y,R,W
M,19,F,15,9,In,300,8,1.5,10.5,W,Y,Y,N,6000,Y,S,N,S,N,R,W
M,18,F,15,0,In,300,8,1,7,W,Y,Y,N,8000,N,S,N,S,Y,I,W
F,19,S,15,0,In,300,8,1,7,O,Y,Y,N,8000,Y,N,N,Y,Y,R,D
F,20,J,15,0,In,300,8,1,7,O,Y,Y,N,10000,Y,N,N,S,N,R,D
M,19,So,14,0,In,300,8,6,42,O,N,N,N, ,Y,Y,N,Y,Y,I,D
F,18,F,14,0,In,300,8,5,35,M,N,N,N, ,D,Y,N,N,Y,R,D
F,18,F,14,0,In,300,8,4,28,W,Y,Y,Y,10000,D,Y,Y,Y,N,L,W
F,21,J,14,2,In,300,8,4,28,W,Y,Y,N,7000,Y,Y,Y,N,Y,R,W
F,21,J,14,1,In,300,8,3.5,24.5,O,N,Y,N,4000,Y,S,N,S,N,R,D
F,18,F,14,0,In,300,8,3,21,O,Y,Y,N,10000,D,Y,Y,S,N,R,D
M,19,S,14,1,In,300,8,3,21,O,N,Y,N,2300,Y,Y,N,N,Y,R,D
M,19,S,14,0,In,300,8,3,21,M,Y,N,N, ,Y,Y,N,S,Y,R,D
F,21,S,14,2,In,300,8,3,21,W,N,N,N, ,D,S,N,Y,Y,I,W
F,18,F,14,0,O,300,8,2,14,W,N,Y,N,25000,D,N,N,N,Y,R,W
M,19,S,14,2,In,300,8,2,14,O,N,N,N,11000,Y,Y,Y,S,Y,R,D
M,19,S,14,1,In,300,8,1,7,W,N,N,N,20000,Y,Y,N,S,Y,R,W
F,19,S,14,1,In,300,8,1,7,W,N,N,Y,14000,Y,S,N,Y,Y,R,W
F,20,J,13,3,In,300,8,5,35,M,N,N,N,10000,Y,S,N,Y,Y,R,D
F,19,S,13,9,In,300,8,4,28,M,N,Y,N,15000,Y,N,N,S,N,R,D
F,20,J,13,3,In,300,8,4,28,O,Y,Y,N,10000,Y,Y,N,S,Y,I,D
F, ,S,13,1,O,300,8,3,21,W,N,N,N,12000,Y,Y,N,S,Y,R,W
F,20,So,13,1,O,300,8,3,21,W,N,N,N,12000,Y,Y,N,S,Y,R,W
M,19,S,13,0,In,300,8,1,7,O,N,N,N,20000,D,S,Y,N,Y,R,D
F,23,S,12,3,In,300,8,6,42,M,N,I,N, ,Y,S,Y,S,Y,R,D
M,24,S,12,2,In,300,8,3,21,W,N,N,N, ,Y,Y,Y,N,N,R,W
F,19,So,12,0,O,300,8,2,14,O,Y,Y,W,15000,Y,Y,N,Y,Y,L,D
F,20,J,12,0,In,300,8,2,14,M,Y,Y,N,22000,D,S,Y,N,N,R,D
M,21,J,12,1,In,300,8,2,14,M,N,N,N,12000,Y,N,Y,N,N,R,D
F,20,J,12,0,In,300,8,1,7,O,N,N,N,13000,Y,N,N,S,Y,R,D
F,18,F,16,0,O,290,8,2,14,W,Y,Y,N,19000,N,N,N,S,Y,R,W
F,19,F,15,0,O,290,8,3,21,O,Y,Y,N,8000,Y,S,N,S,Y,R,D
F,18,F,13,0,O,290,8,1.5,10.5,W,Y,Y,N,12000,Y,Y,N,Y,Y,R,W
F,19,S,13,2,In,285,8,2,14,M,Y,Y,N,19000,Y,S,Y,S,Y,R,D
M,20,S,15,0,O,280,8,3,21,M,Y,Y,N,7000,D,Y,Y,N,Y,R,D
F,18,F,15,9,In,280,8,2,14,W,N,I,W,12000,Y,Y,Y,N,Y,R,W
M,20,J,14,0,In,280,8,5,35,Mo,Y,Y,N,3000,D,S,N,Y,Y,I,Mo
M,19,So,14,0,In,280,8,4,28,W,Y,Y,N,8000,D,Y,N,N,N,R,W
F,19,S,14,0,O,280,8,4,28,M,Y,Y,N,11000,Y,Y,N,S,N,R,D
M,23,S,13,2,In,280,8,4,28,W,N,Y,N, ,D,Y,Y,Y,Y,I,W
F,19,F,15,0,In,275,8,4,28,W,N,N,N,11000,Y,N,N,S,N,R,W
F,19,F,15,0,In,275,8,4,28,W,N,N,N,11000,Y,N,N,S,N,R,W
F,20,J,15,0,In,275,8,0,0,O,Y,Y,N,6500,Y,Y,N,Y,N,M,D
F,20,J,16,2,In,260,8,4,28,O,N,Y,N,21000,Y,Y,N,S,Y,R,D
M,18,F,16,0,In,260,8,2,14,O,Y,Y,N,12000,D,S,N,N,Y,R,D
M,28,J,14,0,In,260,8,5,35,W,Y,N,N, ,Y,Y,Y,N,N,R,W
M,20,So,15,0,In,250.97,8,4,28,W,N,Y,N,11364,D,Y,N,S,Y,R,W
F,18,S,17,0,In,250,8,2,14,M,Y,Y,N,11000,Y,S,N,S,Y,R,D
F,18,S,17,0,In,250,8,2,14,M,Y,Y,N,11000,Y,S,N,S,Y,R,D
M,22,J,17,2,In,250,8,2,14,W,N,N,N,5500,Y,N,N,S,Y,R,W
F,18,F,16,0,In,250,8,5,35,O,Y,Y,N,5000,Y,Y,Y,N,Y,R,D
F,20,J,16,1,In,250,8,4,28,O,Y,Y,N,17000,Y,Y,N,N,Y,L,D
F,19,F,16,0,In,250,8,3,21,W,N,N,N,10000,Y,Y,N,Y,Y,L,W
M,20,S,16,1,In,250,8,3,21,W,N,Y,N,9500,Y,Y,Y,N,Y,R,W
M,20,J,16,1,In,250,8,3,21,M,Y,Y,N,3200,Y,S,N,S,Y,R,D
F,20,S,15,0,In,250,8,6,42,O,N,Y,N,20000,Y,S,Y,S,Y,R,D
M,20,J,15,0,In,250,8,5,35,W,N,Y,N,9000,Y,Y,Y,S,N,R,W
M,20,J,15,0,In,250,8,5,35,W,N,Y,N,9000,Y,Y,Y,S,N,R,W
F,18,F,15,0,In,250,8,4,28,M,Y,Y,N,20000,Y,Y,N,Y,Y,R,D
F,21,J,15,3,In,250,8,4,28,Mo,Y,N,N,15000,Y,Y,N,S,Y,R,Mo
F,18,F,15,9,In,250,8,3,21,M,Y,Y,N,9800,N,S,N,N,Y,R,D
F,18,F,15,0,In,250,8,3,21,O,N,Y,N,11000,Y,S,Y,Y,N,R,D
F,18,F,15,0,In,250,8,3,21,O,N,Y,N,11000,Y,S,Y,Y,N,R,D
F,19,So,15,0,In,250,8,3,21,M,Y,Y,Y,8000,Y,Y,N,N,Y,R,D
M,20,So,15,0,In,250,8,3,21,W,Y,Y,N,25000,Y,S,Y,N,Y,R,W
M,20,J,15,0,O,250,8,3,21,W,N,Y,N,10500,N,Y,N,N,N,R,W
M,21,S,15,0,In,250,8,3,21,W,N,N,N, ,Y,S,Y,N,Y,R,W
F,19,So,15,3,In,250,8,2,14,M,Y,Y,N,6500,Y,S,N,S,Y,L,D
F,20,J,15,2,In,250,8,2,14,M,N,Y,N, ,Y,Y,N,S,Y,R,D
F,22,S,15,1,In,250,8,2,14,O,N,Y,N,10000,Y,Y,Y,N,Y,R,D
M,22,S,15,0,In,250,8,2,14,O,Y,Y,Y,11000,N,S,Y,S,Y,R,D
M,19,So,15,0,I,250,8,0,0,M,Y,N,Y, ,Y,N,Y,N,Y,R,D
M,20,J,14,1,In,250,8,4.5,31.5,W,N,Y,N, ,D,Y,Y,N,Y,R,W
F,19,So,14,1,In,250,8,4,28,M,Y,Y,N,5820,Y,S,Y,S,Y,R,D
F,19,So,14,1,In,250,8,4,28,M,Y,Y,N,5820,Y,S,Y,S,Y,R,D
M,18,F,14,0,In,250,8,3,21,M,N,Y,N,9000,Y,S,N,N,Y,R,D
F,18,F,14,9,In,250,8,3,21,W,N,I,N,11000,Y,S,N,S,Y,R,W
M,19,So,14,2,In,250,8,3,21,W,N,Y,N,5000,Y,Y,Y,N,Y,R,W
F,18,F,14,9,In,250,8,2,14,M,Y,Y,N,11000,Y,S,N,N,N,R,D
F,19,S,14,0,In,250,8,2,14,W,N,Y,N,19000,N,Y,N,S,Y,R,W
M,19,F,14,0,In,250,8,2,14,W,Y,Y,N,10000,Y,Y,N,S,N,R,W
F,20,J,13,3,In,250,8,5,35,O,Y,Y,N,20000,Y,Y,N,S,Y,I,D
F,19,S,13,0,In,250,8,2,14,O,N,Y,N,12000,Y,S,N,S,Y,R,D
F,21,S,13,3,In,250,8,2,14,W,Y,Y,N,24000,Y,S,N,S,Y,R,W
M,19,S,13,0,In,250,8,1,7,O,Y,N,N,12000,Y,S,N,S,N,R,D
M,19,So,13,0,In,250,8,1,7,W,Y,N,N,11000,Y,S,N,S,N,R,W
M,19,So,13,0,In,250,8,1,7,W,Y,N,N,11000,Y,S,N,S,N,R,W
F,19,S,12,1,In,250,8,5,35,O,Y,Y,N,19000,N,N,N,S,Y,R,D
F,21,J,12,1,In,250,8,4,28,W,N,N,N,4500,Y,Y,N,N,N,R,W
F,19,S,12,1,In,250,8,3,21,W,N,N,N,11000,Y,Y,N,Y,Y,R,W
M,18,So,12,0,In,250,8,2,14,M,Y,Y,W,10000,Y,Y,Y,O,N,I,D
F,20,J,12,0,In,250,8,2,14,M,Y,Y,N,11000,Y,S,N,N,Y,R,D
F,25,S,7,3,In,250,8,2,14,O,Y,N,N, ,N,Y,N,S,Y,R,D
F,18,F,16,0,In,240,8,2,14,O,Y,Y,N,20000,Y,Y,N,S,Y,R,D
F,20,S,15,1,In,240,8,2,14,W,N,Y,N,5500,Y,N,N,Y,N,R,W
M,18,F,14,0,In,240,8,2,14,O,Y,Y,N,21000,D,Y,Y,N,Y,R,D
M,20,S,12,0,In,240,8,2,14,W,Y,I,N,5000,Y,Y,N,S,Y,R,W
F,20,J,16,1,In,230,8,4,28,M,N,N,N,23000,Y,N,Y,S,Y,R,D
F,20,So,15,1,In,230,8,2,14,O,N,N,N,9000,Y,S,N,Y,Y,I,D
M,19,S,15,9,In,230,8,1,7,W,Y,N,N, ,Y,Y,N,N,Y,R,W
M,21,J,15,1,In,230,8,0,0,W,Y,Y,Y, ,Y,Y,N,N,Y,R,W
M,21,J,14,1,I,230,8,6,42,O,N,N,W,12000,N,N,N,S,Y,R,D
F,21,S,13,2,In,230,8,5,35,W,N,N,N,10000,Y,Y,Y,S,Y,R,W
F,18,F,13,9,In,230,8,4,28,O,N,N,W,7000,Y,Y,N,Y,N,R,D
M,19,S,13,1,In,230,8,3,21,W,Y,Y,N,12000,N,Y,Y,N,N,I,W
M,19,S,13,1,In,230,8,3,21,W,Y,Y,N,11500,D,Y,Y,Y,N,I,W
F,19,So,10,0,In,220,8,1,7,M,Y,Y,Y,5000,Y,Y,Y,S,N,R,D
F,18,F,15,0,In,210,8,3,21,O,Y,N,Y,5000,Y,N,Y,N,Y,R,D
M,20,J,12,0,In,210,8,2,14,W,Y,Y,N,9500,Y,N,N,S,N,R,W
F,20,J,20,0,In,200,8,6,42,M,N,Y,N, ,.,Y,Y,Y,N,R,D
F,25,S,19,2,O,200,8,4,28,M,N,N,N, ,Y,Y,N,S,N,M,D
F,25,S,19,2,O,200,8,4,28,M,N,N,N, ,Y,Y,N,S,N,M,D
F,20,S,18,2,O,200,8,2,14,M,N,N,N, ,Y,N,Y,N,Y,L,D
F,19,S,17,0,In,200,8,3,21,M,Y,Y,Y,12000,Y,Y,N,S,Y,R,D
M,21,S,17,2,In,200,8,0,0,W,Y,Y,Y,13000,N,Y,N,N,Y,R,W
F,18,S,16,1,In,200,8,5,35,M,Y,Y,N,11000,Y,Y,Y,S,Y,R,D
M,19,F,16,0,In,200,8,5,35,W,N,N,N,10000,Y,N,N,O,Y,R,W
F,20,J,16,1,In,200,8,5,35,M,Y,Y,N,6000,Y,S,Y,N,Y,R,D
F,20,J,16,3,In,200,8,4,28,W,Y,Y,W,12000,N,N,N,S,Y,R,W
F,19,F,16,1,In,200,8,3,21,Mo,Y,Y,W,6000,Y,N,N,S,Y,R,Mo
F,21,S,16,2,O,200,8,3,21,W,N,Y,N,23000,Y,Y,Y,N,Y,R,W
M,18,F,16,9,In,200,8,2,14,W,N,Y,N,11000,Y,N,N,Y,N,R,W
F,19,So,16,1,In,200,8,2,14,O,Y,Y,N,6000,Y,Y,N,S,Y,R,D
F,19,J,16,0,In,200,8,2,14,O,N,Y,N,19800,Y,Y,N,Y,Y,R,D
M,18,F,16,0,In,200,8,1,7,W,N,N,N,1500,D,Y,N,S,Y,R,W
F,18,F,15,0,In,200,8,6,42,W,Y,Y,N,9000,Y,Y,Y,S,Y,R,W
F,21,S,15,1,In,200,8,5,35,O,N,N,N,11500,Y,N,Y,N,N,L,D
M,20,J,15,2,I,200,8,4,28,N,N,N,N,10000,Y,Y,N,N,Y,R,N
F,20,J,15,1,In,200,8,4,28,W,Y,Y,N,5000,N,N,Y,Y,N,R,W
F,20,So,15,1,In,200,8,3.5,24.5,O,Y,Y,N,5500,Y,Y,N,N,Y,R,D
F,18,F,15,1,In,200,8,3,21,M,Y,Y,N,10000,Y,N,N,N,Y,R,D
F,18,F,15,1,In,200,8,3,21,W,Y,Y,Y,12000,Y,Y,N,S,N,R,W
F,18,F,15,1,In,200,8,3,21,W,Y,Y,Y,12000,Y,Y,N,S,N,R,W
F,19,F,15,0,In,200,8,3,21,W,Y,Y,N,15000,Y,Y,Y,Y,Y,R,W
F,19,F,15,0,In,200,8,3,21,W,Y,Y,N,15000,Y,Y,Y,Y,Y,R,W
F,19,S,15,0,In,200,8,3,21,M,Y,Y,N,25000,N,N,N,N,N,R,D
M,22,S,15,2,In,200,8,3,21,M,Y,N,N, ,N,Y,N,S,Y,R,D
F,18,F,15,0,In,200,8,2,14,W,Y,Y,N,5300,Y,N,N,N,N,R,W
M,19,So,15,1,In,200,8,2,14,W,Y,N,N,9000,N,Y,N,N,.,.,W
F,19,F,15,0,In,200,8,2,14,W,N,Y,N,19000,Y,S,Y,S,Y,I,W
M,19,F,15,0,In,200,8,2,14,M,Y,Y,N,5000,N,S,N,N,N,M,D
M,20,So,15,1,In,200,8,2,14,Mo,Y,Y,N,6000,Y,Y,N,N,Y,R,Mo
F,20,J,15,1,In,200,8,2,14,M,N,N,N, ,Y,Y,Y,S,Y,R,D
M,21,S,15,1,In,200,8,2,14,O,N,N,N,11000,Y,N,N,S,Y,M,D
M,21,J,15,1,In,200,8,2,14,W,N,N,N,18000,Y,S,N,N,Y,R,W
F,19,So,15,9,In,200,8,1,7,Mo,N,Y,N,7000,Y,Y,N,Y,Y,I,Mo
